job_id,job_title,job_description,skills_required,certifications,industry,experience_level,education_required
5467,Professor 5467,"We are hiring a Professor in the Agriculture industry. Candidate should have strong skills in Machine Operation, Communication, Cloud Computing and demonstrate professional competency.","Machine Operation, Communication, Cloud Computing",Scrum Master,Agriculture,Manager,MBBS
5468,AI Engineer 5468,"We are hiring a AI Engineer in the Pharmaceutical industry. Candidate should have strong skills in Cloud Computing, Customer Service, AutoCAD and demonstrate professional competency.","Cloud Computing, Customer Service, AutoCAD",Cisco CCNA,Pharmaceutical,Manager,12th Pass
5469,Fitness Trainer 5469,"We are hiring a Fitness Trainer in the Transportation industry. Candidate should have strong skills in Patient Care, Problem Solving, Accounting and demonstrate professional competency.","Patient Care, Problem Solving, Accounting",Digital Marketing Certification,Transportation,Executive,MSc
5470,Cloud Engineer 5470,"We are hiring a Cloud Engineer in the Media industry. Candidate should have strong skills in Machine Operation, Project Management, SQL and demonstrate professional competency.","Machine Operation, Project Management, SQL",Scrum Master,Media,Executive,MSc
5471,Nurse 5471,"We are hiring a Nurse in the Energy industry. Candidate should have strong skills in AutoCAD, Marketing, Cloud Computing and demonstrate professional competency.","AutoCAD, Marketing, Cloud Computing",PMP,Energy,Manager,ITI
5472,Insurance Advisor 5472,"We are hiring a Insurance Advisor in the Real Estate industry. Candidate should have strong skills in Public Speaking, AutoCAD, Communication and demonstrate professional competency.","Public Speaking, AutoCAD, Communication",Six Sigma,Real Estate,Mid-Level,MSc
5473,Architect 5473,"We are hiring a Architect in the Hospitality industry. Candidate should have strong skills in Excel, Java, Patient Care and demonstrate professional competency.","Excel, Java, Patient Care",First Aid Certified,Hospitality,Fresher,B.Ed
5474,Factory Supervisor 5474,"We are hiring a Factory Supervisor in the Transportation industry. Candidate should have strong skills in SQL, Java, C++ and demonstrate professional competency.","SQL, Java, C++",Google Data Analytics,Transportation,Fresher,MBBS
5475,Doctor 5475,"We are hiring a Doctor in the Transportation industry. Candidate should have strong skills in Customer Service, SQL, Patient Care and demonstrate professional competency.","Customer Service, SQL, Patient Care",PMP,Transportation,Mid-Level,BA
5476,Animator 5476,"We are hiring a Animator in the Real Estate industry. Candidate should have strong skills in Data Analysis, Patient Care, AutoCAD and demonstrate professional competency.","Data Analysis, Patient Care, AutoCAD",Microsoft Azure,Real Estate,Executive,ITI
5477,Journalist 5477,"We are hiring a Journalist in the Media industry. Candidate should have strong skills in Excel, Project Management, Python and demonstrate professional competency.","Excel, Project Management, Python",Chartered Accountant,Media,Executive,MBA
5478,Accountant 5478,"We are hiring a Accountant in the Healthcare industry. Candidate should have strong skills in Patient Care, Marketing, Content Creation and demonstrate professional competency.","Patient Care, Marketing, Content Creation",First Aid Certified,Healthcare,Manager,B.Tech
5479,ML Engineer 5479,"We are hiring a ML Engineer in the Manufacturing industry. Candidate should have strong skills in Excel, Content Creation, Patient Care and demonstrate professional competency.","Excel, Content Creation, Patient Care",Microsoft Azure,Manufacturing,Executive,PhD
5480,Air Hostess 5480,"We are hiring a Air Hostess in the Defense industry. Candidate should have strong skills in Accounting, Java, Project Management and demonstrate professional competency.","Accounting, Java, Project Management",First Aid Certified,Defense,Manager,BSc
5481,Construction Supervisor 5481,"We are hiring a Construction Supervisor in the Retail industry. Candidate should have strong skills in Java, Patient Care, Data Analysis and demonstrate professional competency.","Java, Patient Care, Data Analysis",Microsoft Azure,Retail,Senior,BA
5482,Journalist 5482,"We are hiring a Journalist in the Media industry. Candidate should have strong skills in AutoCAD, Cloud Computing, Project Management and demonstrate professional competency.","AutoCAD, Cloud Computing, Project Management",AWS Certified,Media,Executive,BCom
5483,Lawyer 5483,"We are hiring a Lawyer in the Media industry. Candidate should have strong skills in Sales Strategy, Machine Operation, Communication and demonstrate professional competency.","Sales Strategy, Machine Operation, Communication",Six Sigma,Media,Junior,12th Pass
5484,Farmer 5484,"We are hiring a Farmer in the Media industry. Candidate should have strong skills in Customer Service, Problem Solving, Marketing and demonstrate professional competency.","Customer Service, Problem Solving, Marketing",TEFL,Media,Mid-Level,MBBS
5485,Chef 5485,"We are hiring a Chef in the Construction industry. Candidate should have strong skills in SQL, Python, Java and demonstrate professional competency.","SQL, Python, Java",AWS Certified,Construction,Junior,MBBS
5486,Dentist 5486,"We are hiring a Dentist in the Defense industry. Candidate should have strong skills in Leadership, Teaching, Cybersecurity and demonstrate professional competency.","Leadership, Teaching, Cybersecurity",Six Sigma,Defense,Fresher,12th Pass
5487,AI Engineer 5487,"We are hiring a AI Engineer in the Education industry. Candidate should have strong skills in Leadership, SQL, C++ and demonstrate professional competency.","Leadership, SQL, C++",Microsoft Azure,Education,Junior,BCom
5488,Farmer 5488,"We are hiring a Farmer in the Legal industry. Candidate should have strong skills in Machine Operation, Project Management, Marketing and demonstrate professional competency.","Machine Operation, Project Management, Marketing",IELTS,Legal,Manager,B.Ed
5489,Pilot 5489,"We are hiring a Pilot in the Legal industry. Candidate should have strong skills in Teaching, Data Analysis, Sales Strategy and demonstrate professional competency.","Teaching, Data Analysis, Sales Strategy",First Aid Certified,Legal,Executive,12th Pass
5490,Content Writer 5490,"We are hiring a Content Writer in the Finance industry. Candidate should have strong skills in SQL, Excel, AutoCAD and demonstrate professional competency.","SQL, Excel, AutoCAD",Digital Marketing Certification,Finance,Manager,MBBS
5491,Textile Engineer 5491,"We are hiring a Textile Engineer in the Retail industry. Candidate should have strong skills in Project Management, Customer Service, Excel and demonstrate professional competency.","Project Management, Customer Service, Excel",Microsoft Azure,Retail,Senior,PhD
5492,Doctor 5492,"We are hiring a Doctor in the Manufacturing industry. Candidate should have strong skills in Machine Operation, Teaching, Patient Care and demonstrate professional competency.","Machine Operation, Teaching, Patient Care",Digital Marketing Certification,Manufacturing,Senior,B.Tech
5493,Tour Guide 5493,"We are hiring a Tour Guide in the Finance industry. Candidate should have strong skills in Communication, Cybersecurity, Customer Service and demonstrate professional competency.","Communication, Cybersecurity, Customer Service",AWS Certified,Finance,Manager,BSc
5494,Financial Analyst 5494,"We are hiring a Financial Analyst in the Healthcare industry. Candidate should have strong skills in C++, Public Speaking, Customer Service and demonstrate professional competency.","C++, Public Speaking, Customer Service",Microsoft Azure,Healthcare,Mid-Level,MSc
5495,NGO Coordinator 5495,"We are hiring a NGO Coordinator in the Transportation industry. Candidate should have strong skills in Communication, Cybersecurity, C++ and demonstrate professional competency.","Communication, Cybersecurity, C++",PMP,Transportation,Mid-Level,MBBS
5496,Retail Store Manager 5496,"We are hiring a Retail Store Manager in the Real Estate industry. Candidate should have strong skills in Machine Operation, Communication, Data Analysis and demonstrate professional competency.","Machine Operation, Communication, Data Analysis",Chartered Accountant,Real Estate,Executive,MBA
5497,Doctor 5497,"We are hiring a Doctor in the Hospitality industry. Candidate should have strong skills in Marketing, SQL, Public Speaking and demonstrate professional competency.","Marketing, SQL, Public Speaking",PMP,Hospitality,Junior,BCom
5498,Video Editor 5498,"We are hiring a Video Editor in the Media industry. Candidate should have strong skills in Communication, Leadership, Project Management and demonstrate professional competency.","Communication, Leadership, Project Management",AWS Certified,Media,Junior,PhD
5499,Lawyer 5499,"We are hiring a Lawyer in the Agriculture industry. Candidate should have strong skills in Project Management, Cloud Computing, Customer Service and demonstrate professional competency.","Project Management, Cloud Computing, Customer Service",Microsoft Azure,Agriculture,Fresher,Diploma
5500,Recruiter 5500,"We are hiring a Recruiter in the Manufacturing industry. Candidate should have strong skills in C++, SQL, Python and demonstrate professional competency.","C++, SQL, Python",AWS Certified,Manufacturing,Mid-Level,12th Pass
5501,Supply Chain Manager 5501,"We are hiring a Supply Chain Manager in the Energy industry. Candidate should have strong skills in Public Speaking, AutoCAD, Accounting and demonstrate professional competency.","Public Speaking, AutoCAD, Accounting",Six Sigma,Energy,Mid-Level,12th Pass
5502,Insurance Advisor 5502,"We are hiring a Insurance Advisor in the Education industry. Candidate should have strong skills in Cybersecurity, Patient Care, Cloud Computing and demonstrate professional competency.","Cybersecurity, Patient Care, Cloud Computing",IELTS,Education,Mid-Level,PhD
5503,Supply Chain Manager 5503,"We are hiring a Supply Chain Manager in the Agriculture industry. Candidate should have strong skills in Problem Solving, Patient Care, Customer Service and demonstrate professional competency.","Problem Solving, Patient Care, Customer Service",Cisco CCNA,Agriculture,Executive,BCom
